Cap Hit,Chip,Games Missed,Injury Type,Player,Position,Season,Team,Games Missed
0.599,14.609756098,2,Wrist,"Helm, Darren",F,2009/10,Detroit,2
2.25,356.707317073,13,Foot,"Holmstrom, Tomas",F,2009/10,Detroit,13
2.25,27.439024390,1,Knee,"Holmstrom, Tomas",F,2009/10,Detroit,1
0.883,32.304878049,3,Flu,"Maltby, Kirk",F,2009/10,Detroit,3
0.883,226.134146341,21,Shoulder,"Maltby, Kirk",F,2009/10,Detroit,21
0.883,21.536585366,2,Thigh,"Maltby, Kirk",F,2009/10,Detroit,2
0.5,12.195121951,2,Eye,"May, Brad",F,2009/10,Detroit,2
0.5,6.097560976,1,Lower body,"May, Brad",F,2009/10,Detroit,1
1.5,695.121951220,38,Leg,"Williams, Jason",F,2009/10,Detroit,38
6.083,593.463414634,8,Shoulder,"Zetterberg, Henrik",F,2009/10,Detroit,8
0.9,21.951219512,2,Flu,"Ericsson, Jonathan",D,2009/10,Detroit,2
0.9,131.707317073,12,Knee,"Ericsson, Jonathan",D,2009/10,Detroit,12
3,146.341463415,4,Knee,"Kronwall, Niklas",D,2009/10,Detroit,4
3,1097.560975610,30,Knee,"Kronwall, Niklas",D,2009/10,Detroit,30
1.25,838.414634146,55,Concussion,"Lilja, Andreas",D,2009/10,Detroit,55
6,146.341463415,2,Back,"Rafalski, Brian",D,2009/10,Detroit,2
6,73.170731707,1,Flu,"Rafalski, Brian",D,2009/10,Detroit,2
1.417,51.841463415,3,Flu,"Osgood, Chris",G,2009/10,Detroit,3
0.8,48.780487805,5,Ankle,"Brule, Gilbert",F,2009/10,Edmonton,5
0.8,29.268292683,3,Flu,"Brule, Gilbert",F,2009/10,Edmonton,3
0.8,68.292682927,7,Flu,"Brule, Gilbert",F,2009/10,Edmonton,7
1.25,30.487804878,2,Flu,"Comrie, Mike",F,2009/10,Edmonton,2
1.25,45.731707317,3,Flu,"Comrie, Mike",F,2009/10,Edmonton,3
1.25,457.317073171,30,Illness,"Comrie, Mike",F,2009/10,Edmonton,30
1.25,30.487804878,2,Undisclosed,"Comrie, Mike",F,2009/10,Edmonton,2
1.625,178.353658537,9,Hip,"Gagner, Sam",F,2009/10,Edmonton,9
1.625,79.268292683,4,Knee,"Gagner, Sam",F,2009/10,Edmonton,4
1.625,19.817073171,1,Lower body,"Gagner, Sam",F,2009/10,Edmonton,1
4.1,50,1,Flu,"Hemsky, Ales",F,2009/10,Edmonton,1
4.1,2950,59,Shoulder,"Hemsky, Ales",F,2009/10,Edmonton,59
5.5,67.073170732,1,Flu,"Horcoff, Shawn",F,2009/10,Edmonton,1
5.5,268.292682927,4,Shoulder,"Horcoff, Shawn",F,2009/10,Edmonton,4
0.525,44.817073171,7,Back,"Jacques, Jean-Francois",F,2009/10,Edmonton,7
0.525,147.256097561,23,Back,"Jacques, Jean-Francois",F,2009/10,Edmonton,23
0.975,142.682926829,12,Knee,"Jones, Ryan",F,2009/10,Edmonton,12
2,24.390243902,1,Ankle,"Moreau, Ethan",F,2009/10,Edmonton,1
2,97.560975610,4,Neck,"Moreau, Ethan",F,2009/10,Edmonton,4
2,243.902439024,10,Concussion,"Nilsson, Robert",F,2009/10,Edmonton,10
2,48.780487805,2,Dizziness,"Nilsson, Robert",F,2009/10,Edmonton,2
2.925,249.695121951,7,Hand,"O'Sullivan, Patrick",F,2009/10,Edmonton,7
2.5,396.341463415,13,Back,"Pisani, Fernando",F,2009/10,Edmonton,13
2.5,30.487804878,1,Flu,"Pisani, Fernando",F,2009/10,Edmonton,1
2.5,60.975609756,2,Groin,"Pisani, Fernando",F,2009/10,Edmonton,2
2.5,701.219512195,23,Illness,"Pisani, Fernando",F,2009/10,Edmonton,23
2.5,30.487804878,1,Undisclosed,"Pisani, Fernando",F,2009/10,Edmonton,1
0.825,442.682926829,44,Pubic bone,"Pouliot, Marc",F,2009/10,Edmonton,44
0.6,139.024390244,19,Knee,"Stone, Ryan",F,2009/10,Edmonton,19
0.6,263.414634146,36,Knee,"Stone, Ryan",F,2009/10,Edmonton,36
0.942,137.853658537,12,Ankle,"Chorney, Taylor",D,2009/10,Edmonton,12
3.15,499.390243902,13,Knee,"Grebeshkov, Denis",D,2009/10,Edmonton,13
0.6,73.170731707,10,Shoulder,"Peckham, Theo",D,2009/10,Edmonton,10
1.35,131.707317073,8,Arm,"Smid, Ladislav",D,2009/10,Edmonton,8
1.35,32.926829268,2,Illness,"Smid, Ladislav",D,2009/10,Edmonton,2
1.35,345.731707317,21,Neck,"Smid, Ladislav",D,2009/10,Edmonton,21
5.4,1053.658536585,16,Concussion,"Souray, Sheldon",D,2009/10,Edmonton,16
5.4,1909.756097561,29,Hand,"Souray, Sheldon",D,2009/10,Edmonton,29
2.7,362.195121951,11,Concussion,"Staios, Steve",D,2009/10,Edmonton,11
2.7,32.926829268,1,Head,"Staios, Steve",D,2009/10,Edmonton,1
2.7,329.268292683,10,Head,"Staios, Steve",D,2009/10,Edmonton,10
5.6,204.878048780,3,Ankle,"Visnovsky, Lubomir",D,2009/10,Edmonton,3
5.6,136.585365854,2,Flu,"Visnovsky, Lubomir",D,2009/10,Edmonton,2
0.7,8.536585366,1,Illness,"Dubnyk, Devan",G,2009/10,Edmonton,1
3.75,2789.634146341,61,Back,"Khabibulin, Nikolai",G,2009/10,Edmonton,61
0.688,67.121951220,8,Elbow,"Bitz, Byron",F,2009/10,Florida,8
0.688,33.560975610,4,Lower body,"Bitz, Byron",F,2009/10,Florida,4
4.25,466.463414634,9,Concussion,"Booth, David",F,2009/10,Florida,9
4.25,2332.317073171,45,Concussion,"Booth, David",F,2009/10,Florida,45
0.763,111.658536585,12,Foot,"Campbell, Gregory",F,2009/10,Florida,12
0.763,55.829268293,6,Head,"Campbell, Gregory",F,2009/10,Florida,6
0.763,27.914634146,3,Upper body,"Campbell, Gregory",F,2009/10,Florida,3
1.7,124.390243902,6,Knee,"Dvorak, Radek",F,2009/10,Florida,6
4,829.268292683,17,Leg,"Horton, Nathan",F,2009/10,Florida,17
0.683,16.658536585,2,Foot,"Kreps, Kamil",F,2009/10,Florida,2
0.683,33.317073171,4,Shoulder,"Kreps, Kamil",F,2009/10,Florida,4
0.85,269.512195122,26,Shoulder,"McArdle, Kenndal",F,2009/10,Florida,26
1.1,13.414634146,1,Abdominal,"Moore, Dominic",F,2009/10,Florida,1
1.1,67.073170732,5,Nose,"Moore, Dominic",F,2009/10,Florida,5
3.125,38.109756098,1,Finger,"Olesz, Rostislav",F,2009/10,Florida,1
3.125,38.109756098,1,Flu,"Olesz, Rostislav",F,2009/10,Florida,1
3.125,76.219512195,2,Hand,"Olesz, Rostislav",F,2009/10,Florida,2
0.575,7.012195122,1,Lower body,"Oreskovich, Victor",F,2009/10,Florida,1
3.533,172.341463415,4,Back,"Stillman, Cory",F,2009/10,Florida,4
3.533,861.707317073,20,Knee,"Stillman, Cory",F,2009/10,Florida,20
0.525,32.012195122,5,Lower body,"Tarnasky, Nick",F,2009/10,Florida,5
0.525,249.695121951,39,Orbital bone,"Tarnasky, Nick",F,2009/10,Florida,39
3.1,37.804878049,1,Lower body,"Weiss, Stephen",F,2009/10,Florida,1
2.9,35.365853659,1,Knee,"Allen, Bryan",D,2009/10,Florida,2
2.9,70.731707317,2,Ribs,"Allen, Bryan",D,2009/10,Florida,2
1.325,226.219512195,14,Knee,"Kulikov, Dmitry",D,2009/10,Florida,14
5.7,208.536585366,3,Back,"Vokoun, Tomas",G,2009/10,Florida,3
5.7,139.024390244,2,Ear,"Vokoun, Tomas",G,2009/10,Florida,2
2,73.170731707,3,Upper body,"Halpern, Jeff",F,2009/10,Los Angeles,3
0.875,512.195121951,48,Shoulder,"Loktionov, Andrei",F,2009/10,Los Angeles,48
0.55,60.365853659,9,Knee,"Segal, Brandon",F,2009/10,Los Angeles,9
0.822,40.097560976,4,Knee,"Simmonds, Wayne",F,2009/10,Los Angeles,4
6.25,1143.292682927,15,Upper body,"Smyth, Ryan",F,2009/10,Los Angeles,15
3.6,307.317073171,7,Groin,"Stoll, Jarret",F,2009/10,Los Angeles,7
3.6,87.804878049,2,Lower body,"Stoll, Jarret",F,2009/10,Los Angeles,2
3.5,1195.121951220,28,Leg,"Williams, Justin",F,2009/10,Los Angeles,28
3.5,213.414634146,5,Lower body,"Williams, Justin",F,2009/10,Los Angeles,5
0.525,96.036585366,15,Shoulder,"Drewiske, Davis",D,2009/10,Los Angeles,15
2.95,143.902439024,4,Lower body,"Greene, Matt",D,2009/10,Los Angeles,4
2.95,71.951219512,2,Upper body,"Greene, Matt",D,2009/10,Los Angeles,2
1.425,17.378048780,1,Ankle,"Johnson, Jack",D,2009/10,Los Angeles,1
1.425,17.378048780,1,Arm,"Johnson, Jack",D,2009/10,Los Angeles,1
1.375,16.768292683,1,Elbow,"Jones, Randy",D,2009/10,Los Angeles,1
1.375,134.146341463,8,Neck,"Jones, Randy",D,2009/10,Los Angeles,8
0.875,234.756097561,22,Ankle,"Martinez, Alec",D,2009/10,Los Angeles,22
3.4,373.170731707,9,Lower body,"Scuderi, Rob",D,2009/10,Los Angeles,9
0.75,27.439024390,3,Back,"Ersberg, Erik",G,2009/10,Los Angeles,3
1.75,21.341463415,1,Flu,"Belanger, Eric",F,2009/10,Minnesota,1
0.875,53.353658537,5,Concussion,"Boogaard, Derek",F,2009/10,Minnesota,5
0.875,53.353658537,5,Facial,"Boogaard, Derek",F,2009/10,Minnesota,5
0.875,21.341463415,2,Flu,"Boogaard, Derek",F,2009/10,Minnesota,2
0.875,10.670731707,1,Hamstring,"Boogaard, Derek",F,2009/10,Minnesota,1
0.875,21.341463415,2,Illness,"Boogaard, Derek",F,2009/10,Minnesota,2
4.08,4030.243902439,81,Concussion,"Bouchard, Pierre-Marc",F,2009/10,Minnesota,81
0.726,44.268292683,5,Ankle,"Clutterbuck, Cal",F,2009/10,Minnesota,5
0.726,17.707317073,2,Flu,"Clutterbuck, Cal",F,2009/10,Minnesota,2
0.726,8.853658537,1,Leg,"Clutterbuck, Cal",F,2009/10,Minnesota,1
0.55,6.707317073,1,Flu,"Earl, Robbie",F,2009/10,Minnesota,1
0.5,30.487804878,5,Concussion,"Ebbett, Andrew",F,2009/10,Minnesota,5
0.5,36.585365854,6,Finger,"Ebbett, Andrew",F,2009/10,Minnesota,6
5,121.951219512,2,Groin,"Havlat, Martin",F,2009/10,Minnesota,2
5,121.951219512,2,Hamstring,"Havlat, Martin",F,2009/10,Minnesota,2
5,243.902439024,4,Hamstring,"Havlat, Martin",F,2009/10,Minnesota,4
5,60.975609756,1,Illness,"Havlat, Martin",F,2009/10,Minnesota,1
2.333,142.256097561,5,Knee,"Kobasew, Chuck",F,2009/10,Minnesota,5
2.333,654.378048780,23,Knee,"Kobasew, Chuck",F,2009/10,Minnesota,23
2.333,113.804878049,4,Upper body,"Kobasew, Chuck",F,2009/10,Minnesota,4
3.25,79.268292683,2,Arm,"Koivu, Mikko",F,2009/10,Minnesota,2
0.803,19.585365854,2,Back,"Latendresse, Guillaume",F,2009/10,Minnesota,2
0.803,29.378048780,3,Flu,"Latendresse, Guillaume",F,2009/10,Minnesota,3
2.333,85.353658537,3,Illness,"Miettinen, Antti",F,2009/10,Minnesota,3
2.75,33.536585366,1,Leg,"Nolan, Owen",F,2009/10,Minnesota,1
2.75,100.609756098,3,Leg,"Nolan, Owen",F,2009/10,Minnesota,3
2.75,134.146341463,4,Leg,"Nolan, Owen",F,2009/10,Minnesota,4
2.75,33.536585366,1,Lower body,"Nolan, Owen",F,2009/10,Minnesota,1
0.803,9.792682927,1,Groin,"Pouliot, Benoit",F,2009/10,Minnesota,1
0.803,29.378048780,3,Wrist,"Pouliot, Benoit",F,2009/10,Minnesota,3
1.6,468.292682927,24,Concussion,"Sykora, Petr",F,2009/10,Minnesota,24
1.6,97.560975610,5,Groin,"Sykora, Petr",F,2009/10,Minnesota,5
3.083,112.792682927,3,Ankle,"Barker, Cam",D,2009/10,Minnesota,3
3.55,1255.487804878,29,Concussion,"Burns, Brent",D,2009/10,Minnesota,29
3.55,259.756097561,6,Hip,"Burns, Brent",D,2009/10,Minnesota,6
0.75,100.609756098,11,Leg,"Hnidy, Shane",D,2009/10,Minnesota,11
4.85,414.024390244,7,Upper body,"Johnsson, Kim",D,2009/10,Minnesota,7
3.5,85.365853659,2,Leg,"Schultz, Nick",D,2009/10,Minnesota,2
0.666,16.243902439,2,Groin,"Stoner, Clayton",D,2009/10,Minnesota,2
0.666,146.195121951,18,Groin,"Stoner, Clayton",D,2009/10,Minnesota,18
1.933,23.573170732,1,Ankle,"Zanon, Greg",D,2009/10,Minnesota,1
3.35,122.560975610,3,Arm,"Zidlicky, Marek",D,2009/10,Minnesota,3
6,365.853658537,5,Back,"Backstrom, Niklas",G,2009/10,Minnesota,5
6,365.853658537,5,Groin,"Backstrom, Niklas",G,2009/10,Minnesota,5
1.1,40.243902439,3,Hip,"Harding, Josh",G,2009/10,Minnesota,3
1.1,93.902439024,7,Hip,"Harding, Josh",G,2009/10,Minnesota,7
1.1,40.243902439,3,Lower body,"Harding, Josh",G,2009/10,Minnesota,3
6,1243.902439024,17,Knee,"Cammalleri, Mike",F,2009/10,Montreal,17
0.5,12.195121951,2,Shoulder,"Chipchura, Kyle",F,2009/10,Montreal,2
0.5,79.268292683,13,Concussion,"D'Agostini, Matt",F,2009/10,Montreal,13
5,1280.487804878,21,Foot,"Gionta, Brian",F,2009/10,Montreal,21
7.357,358.878048780,4,Groin,"Gomez, Scott",F,2009/10,Montreal,4
3.25,792.682926829,20,Knee,"Kostitsyn, Andrei",F,2009/10,Montreal,20
3.25,118.902439024,3,Leg,"Kostitsyn, Andrei",F,2009/10,Montreal,3
0.817,9.963414634,1,Lower body,"Kostitsyn, Sergei",F,2009/10,Montreal,1
0.817,99.634146341,10,Lower body,"Kostitsyn, Sergei",F,2009/10,Montreal,10
1.5,146.341463415,8,Back,"Laraque, Georges",F,2009/10,Montreal,8
1.5,18.292682927,1,Upper body,"Laraque, Georges",F,2009/10,Montreal,1
1,73.170731707,6,Ribs,"Metropolit, Glen",F,2009/10,Montreal,6
1,73.170731707,6,Shoulder,"Metropolit, Glen",F,2009/10,Montreal,6
1.5,18.292682927,1,Facial,"Moen, Travis",F,2009/10,Montreal,1
0.803,48.963414634,5,Upper body,"Pouliot, Benoit",F,2009/10,Montreal,5
0.803,78.341463415,8,Wrist,"Pouliot, Benoit",F,2009/10,Montreal,8
0.75,137.195121951,15,Lower body,"Bergeron, Marc-Andre",D,2009/10,Montreal,15
2.25,384.146341463,14,Foot,"Gill, Hal",D,2009/10,Montreal,14
5.5,402.439024390,6,Knee,"Hamrlik, Roman",D,2009/10,Montreal,6
1.675,102.134146341,5,Hand,"Mara, Paul",D,2009/10,Montreal,5
1.675,388.109756098,19,Shoulder,"Mara, Paul",D,2009/10,Montreal,19
1.675,102.134146341,5,Upper body,"Mara, Paul",D,2009/10,Montreal,5
1.675,224.695121951,11,Upper body,"Mara, Paul",D,2009/10,Montreal,11
5.75,2454.268292683,35,Ankle,"Markov, Andrei",D,2009/10,Montreal,35
5.75,140.243902439,2,Lower body,"Markov, Andrei",D,2009/10,Montreal,2
0.942,218.268292683,19,Knee,"O'Byrne, Ryan",D,2009/10,Montreal,19
3.833,140.231707317,3,Flu,"Spacek, Jaroslav",D,2009/10,Montreal,3
3.833,93.487804878,2,Lower body,"Spacek, Jaroslav",D,2009/10,Montreal,2
3.833,140.231707317,3,Upper body,"Spacek, Jaroslav",D,2009/10,Montreal,3
4.5,329.268292683,6,Arm,"Arnott, Jason",F,2009/10,Nashville,6
4.5,439.024390244,8,Head,"Arnott, Jason",F,2009/10,Nashville,8
4.5,54.878048780,1,Upper body,"Arnott, Jason",F,2009/10,Nashville,1
4.5,219.512195122,4,Upper body,"Arnott, Jason",F,2009/10,Nashville,4
0.65,31.707317073,4,Foot,"Belak, Wade",F,2009/10,Nashville,4
0.65,15.853658537,2,Groin,"Belak, Wade",F,2009/10,Nashville,2
4,48.780487805,1,Flu,"Dumont, J.P.",F,2009/10,Nashville,1
4,195.121951220,4,Head,"Dumont, J.P.",F,2009/10,Nashville,4
4,146.341463415,3,Upper body,"Dumont, J.P.",F,2009/10,Nashville,3
4.5,219.512195122,4,Knee,"Erat, Martin",F,2009/10,Nashville,4
4.5,54.878048780,1,Lower body,"Erat, Martin",F,2009/10,Nashville,1
4.5,164.634146341,3,Lower body,"Erat, Martin",F,2009/10,Nashville,3
0.55,20.121951220,3,Upper body,"Goc, Marcel",F,2009/10,Nashville,3
0.55,26.829268293,4,Upper body,"Goc, Marcel",F,2009/10,Nashville,4
0.713,8.695121951,1,Upper body,"Hornqvist, Patric",F,2009/10,Nashville,1
0.55,20.121951220,3,Upper body,"Scatchard, Dave",F,2009/10,Nashville,3
0.763,18.609756098,2,Foot,"Smithson, Jerred",F,2009/10,Nashville,2
0.763,102.353658537,11,Hand,"Smithson, Jerred",F,2009/10,Nashville,11
0.975,202.134146341,17,Foot,"Tootoo, Jordin",F,2009/10,Nashville,17
0.975,154.573170732,13,Groin,"Tootoo, Jordin",F,2009/10,Nashville,13
1.5,36.585365854,2,Groin,"Ward, Joel",F,2009/10,Nashville,2
1.5,54.878048780,3,Groin,"Ward, Joel",F,2009/10,Nashville,3
1.5,36.585365854,2,Lower body,"Ward, Joel",F,2009/10,Nashville,2
1.5,73.170731707,4,Upper body,"Ward, Joel",F,2009/10,Nashville,4
1.725,231.402439024,11,Groin,"Wilson, Colin",F,2009/10,Nashville,11
0.75,9.146341463,1,Flu,"Bouillon, Francis",D,2009/10,Nashville,1
0.694,76.170731707,9,Ribs,"Franson, Cody",D,2009/10,Nashville,9
3.15,653.048780488,17,Lower body,"Grebeshkov, Denis",D,2009/10,Nashville,17
2,97.560975610,4,Upper body,"Hamhuis, Dan",D,2009/10,Nashville,4
0.65,7.926829268,1,Head,"Klein, Kevin",D,2009/10,Nashville,1
4.5,109.756097561,2,Arm,"Weber, Shea",D,2009/10,Nashville,2
4.5,109.756097561,2,Foot,"Weber, Shea",D,2009/10,Nashville,2
0.838,132.853658537,13,Leg,"Clarkson, David",F,2009/10,New Jersey,13
0.838,235.048780488,23,Leg,"Clarkson, David",F,2009/10,New Jersey,23
6,951.219512195,13,Groin,"Elias, Patrik",F,2009/10,New Jersey,13
6,804.878048780,11,Head,"Elias, Patrik",F,2009/10,New Jersey,11
0.525,19.207317073,3,Upper body,"Letourneau-Leblond, Pierre-Luc",F,2009/10,New Jersey,6
0.525,32.012195122,5,Upper body,"Letourneau-Leblond, Pierre-Luc",F,2009/10,New Jersey,5
0.5,24.390243902,4,Illness,"McAmmond, Dean",F,2009/10,New Jersey,4
1,134.146341463,11,Upper body,"Niedermayer, Rob",F,2009/10,New Jersey,11
2.5,518.292682927,17,Shoulder,"Pandolfo, Jay",F,2009/10,New Jersey,17
3.125,38.109756098,1,Upper body,"Parise, Zach",F,2009/10,New Jersey,1
0.55,33.536585366,5,Lower body,"Pelley, Rod",F,2009/10,New Jersey,5
0.5,12.195121951,2,Flu,"Pikkarainen, Ilkka",F,2009/10,New Jersey,2
0.5,6.097560976,1,Illness,"Pikkarainen, Ilkka",F,2009/10,New Jersey,1
5.063,61.743902439,1,Undisclosed,"Rolston, Brian",F,2009/10,New Jersey,2
0.85,10.365853659,1,Lower body,"Zharkov, Vladimir",F,2009/10,New Jersey,1
3.4,41.463414634,1,Illness,"Zubrus, Dainius",F,2009/10,New Jersey,1
3.4,1243.902439024,30,Leg,"Zubrus, Dainius",F,2009/10,New Jersey,30
0.5,48.780487805,8,Head,"Fraser, Mark",D,2009/10,New Jersey,8
3.833,2757.890243902,59,Arm,"Martin, Paul",D,2009/10,New Jersey,59
0.763,9.304878049,1,Flu,"Mottau, Mike",D,2009/10,New Jersey,1
0.763,9.304878049,1,Hip,"Mottau, Mike",D,2009/10,New Jersey,1
3,548.780487805,15,Groin,"Oduya, Johnny",D,2009/10,New Jersey,15
0.613,14.951219512,2,Concussion,"Salmela, Anssi",D,2009/10,New Jersey,2
2.9,106.097560976,3,Lower body,"Salvador, Bryce",D,2009/10,New Jersey,3
1.725,42.073170732,2,Facial,"Bailey, Josh",F,2009/10,NY Islanders,2
1.725,126.219512195,6,Upper body,"Bailey, Josh",F,2009/10,NY Islanders,6
0.863,168.390243902,16,Ribs,"Bergenheim, Sean",F,2009/10,NY Islanders,16
0.65,7.926829268,1,Facial,"Comeau, Blake",F,2009/10,NY Islanders,1
0.65,23.780487805,3,Foot,"Comeau, Blake",F,2009/10,NY Islanders,3
0.65,7.926829268,1,Illness,"Comeau, Blake",F,2009/10,NY Islanders,2
2,365.853658537,15,Chest,"Hunter, Trent",F,2009/10,NY Islanders,15
2,146.341463415,6,Upper body,"Hunter, Trent",F,2009/10,NY Islanders,6
0.55,53.658536585,8,Hip,"Jackman, Tim",F,2009/10,NY Islanders,8
0.55,134.146341463,20,Orbital bone,"Jackman, Tim",F,2009/10,NY Islanders,20
0.525,38.414634146,6,Knee,"Nielsen, Frans",F,2009/10,NY Islanders,6
1.672,20.390243902,1,Illness,"Okposo, Kyle",F,2009/10,NY Islanders,1
1.672,20.390243902,1,Undisclosed,"Okposo, Kyle",F,2009/10,NY Islanders,1
0.75,9.146341463,1,Eye,"Park, Richard",F,2009/10,NY Islanders,1
0.715,139.512195122,16,Knee,"Schremp, Rob",F,2009/10,NY Islanders,16
0.588,7.170731707,1,Groin,"Tambellini, Jeff",F,2009/10,NY Islanders,1
0.55,20.121951220,3,Shoulder,"Thompson, Nate",F,2009/10,NY Islanders,3
2.2,26.829268293,1,Groin,"Weight, Doug",F,2009/10,NY Islanders,2
2.2,80.487804878,3,Illness,"Weight, Doug",F,2009/10,NY Islanders,3
2.2,26.829268293,1,Shoulder,"Weight, Doug",F,2009/10,NY Islanders,1
2.2,402.439024390,15,Shoulder,"Weight, Doug",F,2009/10,NY Islanders,15
2.2,670.731707317,25,Upper body,"Weight, Doug",F,2009/10,NY Islanders,25
0.741,45.182926829,5,Groin,"Gervais, Bruno",D,2009/10,NY Islanders,5
0.525,57.621951220,9,Jaw,"Hillen, Jack",D,2009/10,NY Islanders,9
0.85,93.292682927,9,Concussion,"Kohn, Dustin",D,2009/10,NY Islanders,9
0.483,70.682926829,12,Foot,"MacDonald, Andrew",D,2009/10,NY Islanders,12
1.5,1207.317073171,66,Knee,"Martinek, Radek",D,2009/10,NY Islanders,66
3,219.512195122,6,Groin,"Sutton, Andy",D,2009/10,NY Islanders,6
3,402.439024390,11,Leg,"Witt, Brendan",D,2009/10,NY Islanders,11
4.5,1207.317073171,22,Knee,"DiPietro, Rick",G,2009/10,NY Islanders,22
4.5,1810.975609756,33,Knee,"DiPietro, Rick",G,2009/10,NY Islanders,33
1.938,23.634146341,1,Knee,"Avery, Sean",F,2009/10,NY Rangers,1
1.938,94.536585366,4,Knee,"Avery, Sean",F,2009/10,NY Rangers,4
1.938,165.439024390,7,Knee,"Avery, Sean",F,2009/10,NY Rangers,7
0.525,57.621951220,9,Foot,"Boyle, Brian",F,2009/10,NY Rangers,9
0.525,6.402439024,1,Undisclosed,"Boyle, Brian",F,2009/10,NY Rangers,1
1.4,102.439024390,6,Hamstring,"Brashear, Donald",F,2009/10,NY Rangers,6
1.4,34.146341463,2,Hand,"Brashear, Donald",F,2009/10,NY Rangers,2
1.4,17.073170732,1,Soreness,"Brashear, Donald",F,2009/10,NY Rangers,1
1.4,17.073170732,1,Wrist,"Brashear, Donald",F,2009/10,NY Rangers,1
2.3,28.048780488,1,Leg,"Callahan, Ryan",F,2009/10,NY Rangers,1
2.3,112.195121951,4,Leg,"Callahan, Ryan",F,2009/10,NY Rangers,4
7.05,429.878048780,5,Concussion,"Drury, Chris",F,2009/10,NY Rangers,5
1.85,293.292682927,13,Hand,"Dubinsky, Brandon",F,2009/10,NY Rangers,13
7.5,91.463414634,1,Leg,"Gaborik, Marian",F,2009/10,NY Rangers,1
7.5,182.926829268,2,Leg,"Gaborik, Marian",F,2009/10,NY Rangers,2
7.5,274.390243902,3,Leg,"Gaborik, Marian",F,2009/10,NY Rangers,3
2.25,27.439024390,1,Ankle,"Higgins, Chris",F,2009/10,NY Rangers,1
3,36.585365854,1,Undisclosed,"Kotalik, Ales",F,2009/10,NY Rangers,1
1.15,98.170731707,7,Knee,"Prospal, Vinny",F,2009/10,NY Rangers,7
1.088,26.536585366,2,Chest,"Del Zotto, Michael",D,2009/10,NY Rangers,2
6.5,396.341463415,5,Shoulder,"Redden, Wade",D,2009/10,NY Rangers,5
4.875,59.451219512,1,Flu,"Alfredsson, Daniel",F,2009/10,Ottawa,1
4.875,653.963414634,11,Shoulder,"Alfredsson, Daniel",F,2009/10,Ottawa,11
0.625,129.573170732,17,Knee,"Donovan, Shean",F,2009/10,Ottawa,17
4.2,51.219512195,1,Upper body,"Fisher, Mike",F,2009/10,Ottawa,1
4.2,102.439024390,2,Upper body,"Fisher, Mike",F,2009/10,Ottawa,2
0.85,72.560975610,7,Knee,"Foligno, Nick",F,2009/10,Ottawa,7
0.85,134.756097561,13,Leg,"Foligno, Nick",F,2009/10,Ottawa,13
2.125,25.914634146,1,Undisclosed,"Kelly, Chris",F,2009/10,Ottawa,1
5,60.975609756,1,Knee,"Kovalev, Alexei",F,2009/10,Ottawa,1
5,60.975609756,1,Lower body,"Kovalev, Alexei",F,2009/10,Ottawa,1
4.333,369.890243902,7,Head,"Michalek, Milan",F,2009/10,Ottawa,7
4.333,475.573170732,9,Leg,"Michalek, Milan",F,2009/10,Ottawa,9
2,341.463414634,14,Knee,"Neil, Chris",F,2009/10,Ottawa,14
0.608,7.414634146,1,Flu,"Regin, Peter",F,2009/10,Ottawa,1
0.608,22.243902439,3,Upper body,"Regin, Peter",F,2009/10,Ottawa,3
0.6,21.951219512,3,Concussion,"Shannon, Ryan",F,2009/10,Ottawa,3
7,1707.317073171,20,Knee,"Spezza, Jason",F,2009/10,Ottawa,20
7,170.731707317,2,Upper body,"Spezza, Jason",F,2009/10,Ottawa,2
0.55,53.658536585,8,Knee,"Winchester, Jesse",F,2009/10,Ottawa,8
0.55,73.780487805,11,Knee,"Winchester, Jesse",F,2009/10,Ottawa,11
0.633,15.439024390,2,Groin,"Campoli, Chris",D,2009/10,Ottawa,2
0.633,61.756097561,8,Knee,"Campoli, Chris",D,2009/10,Ottawa,8
1.3,79.268292683,5,Upper body,"Karlsson, Erik",D,2009/10,Ottawa,5
3.7,270.731707317,6,Lower body,"Kuba, Filip",D,2009/10,Ottawa,6
3.7,360.975609756,8,Lower body,"Kuba, Filip",D,2009/10,Ottawa,8
3.7,496.341463415,11,Lower body,"Kuba, Filip",D,2009/10,Ottawa,11
3.7,180.487804878,4,Upper body,"Kuba, Filip",D,2009/10,Ottawa,4
0.8,39.024390244,4,Upper body,"Picard, Alexandre",D,2009/10,Ottawa,4
2.5,426.829268293,14,Elbow,"Volchenkov, Anton",D,2009/10,Ottawa,14
2.5,30.487804878,1,Upper body,"Volchenkov, Anton",D,2009/10,Ottawa,2
3.8,417.073170732,9,Concussion,"Leclaire, Pascal",G,2009/10,Ottawa,9
3.8,741.463414634,16,Jaw,"Leclaire, Pascal",G,2009/10,Ottawa,16
0.64,39.024390244,5,Oblique,"Asham, Arron",F,2009/10,Philadelphia,5
0.55,46.951219512,7,Shoulder,"Betts, Blair",F,2009/10,Philadelphia,7
0.55,80.487804878,12,Shoulder,"Betts, Blair",F,2009/10,Philadelphia,12
6.5,79.268292683,1,Flu,"Briere, Daniel",F,2009/10,Philadelphia,1
6.5,317.073170732,4,Leg,"Briere, Daniel",F,2009/10,Philadelphia,4
5,487.804878049,8,Foot,"Carter, Jeff",F,2009/10,Philadelphia,8
