,Player,Team,Position,Height,Weight,Birthdate
1287,"Roy, Jeremy  Roy, Jeremy",FA,-,-,-,5/14/1997
1288,"Roy, Kevin  Roy, Kevin",ANA,LW,"5'9""",170,5/20/1993
1289,"Roy, Matt  Roy, Matt",LA,D,"6'1""",200,3/01/1995
1290,"Roy, Nicolas  Roy, Nicolas",CAR,C,"6'4""",209,2/05/1997
1291,"Roykas Marthinsen, Kristian  Roykas Marthinsen, Kristian",WSH,LW,"6'0""",189,8/20/1999
1292,"Rubins, Kristians  Rubins, Kristians",TOR,D,"6'4""",215,12/11/1997
1293,"Rubtsov, German  Rubtsov, German",FA,-,-,-,6/27/1998
1294,"Ruhwedel, Chad  Ruhwedel, Chad",PIT,D,"5'11""",191,5/07/1990
1295,"Russell, Kris  Russell, Kris",EDM,D,"5'10""",170,5/02/1987
1296,"Russell, Patrick  Russell, Patrick",FA,RW,"6'1""",205,1/04/1993
1297,"Russo, Robbie  Russo, Robbie",FA,-,-,-,2/15/1993
1298,"Rust, Bryan  Rust, Bryan",PIT,RW,"5'11""",192,5/11/1992
1299,"Rutta, Jan  Rutta, Jan",TB,D,"6'3""",200,7/29/1990
1300,"Ruzicka, Adam  Ruzicka, Adam",CGY,C,"6'4""",209,5/11/1999
1301,"Ryan, Bobby  Ryan, Bobby",OTT,RW,"6'2""",209,3/17/1987
1302,"Ryan, Derek  Ryan, Derek",CGY,C,"5'10""",185,12/29/1986
1303,"Ryan, Joakim  Ryan, Joakim",SJ,D,"5'11""",185,6/17/1993
1304,"Rybar, Patrik  Rybar, Patrik",FA,-,-,-,11/09/1993
1305,"Rychel, Kerby  Rychel, Kerby",CGY,LW,"6'1""",205,10/07/1994
1306,"Rymsha, Drake  Rymsha, Drake",LA,C,"6'0""",187,8/06/1998
1307,"Saad, Brandon  Saad, Brandon",CHI,LW,"6'1""",206,10/27/1992
1308,"Saarela, Aleksi  Saarela, Aleksi",CHI,C,"5'11""",200,1/07/1997
1309,"Saarijarvi, Vili  Saarijarvi, Vili",FA,-,-,-,5/15/1997
1310,"Sabourin, Scott  Sabourin, Scott",FA,-,-,-,7/30/1992
1311,"Safin, Ostap  Safin, Ostap",FA,-,-,-,2/11/1999
1312,"Saigeon, Brandon  Saigeon, Brandon",FA,-,-,-,6/14/1998
1313,"Salomaki, Miikka  Salomaki, Miikka",NSH,RW,"5'11""",203,3/09/1993
1314,"Samsonov, Ilya  Samsonov, Ilya",WSH,G,"6'2""",205,2/22/1997
1315,"Samuelsson, Henrik  Samuelsson, Henrik",FA,-,-,-,2/07/1994
1316,"Samuelsson, Philip  Samuelsson, Philip",FA,-,-,-,7/26/1991
1317,"Sandin, Rasmus  Sandin, Rasmus",FA,-,-,-,3/07/2000
1318,"Sanford, Zach  Sanford, Zach",STL,LW,"6'4""",207,11/09/1994
1319,"Sanheim, Travis  Sanheim, Travis",PHI,D,"6'3""",181,3/29/1996
1320,"Santini, Steve  Santini, Steve",NSH,D,"6'2""",205,3/07/1995
1321,"Saros, Juuse  Saros, Juuse",NSH,G,"5'11""",180,4/19/1995
1322,"Sateri, Harri  Sateri, Harri",DET,G,"6'1""",205,12/29/1989
1323,"Sautner, Ashton  Sautner, Ashton",VAN,D,"6'0""",195,5/27/1994
1324,"Savard, David  Savard, David",CBJ,D,"6'2""",227,10/22/1990
1325,"Sbisa, Luca  Sbisa, Luca",NYI,D,"6'3""",204,1/30/1990
1326,"Scandella, Marco  Scandella, Marco",BUF,D,"6'3""",208,2/23/1990
1327,"Scarlett, Reece  Scarlett, Reece",DAL,D,"6'1""",180,3/31/1993
1328,"Sceviour, Colton  Sceviour, Colton",FLA,C,"6'0""",192,4/20/1989
1329,"Schaller, Tim  Schaller, Tim",VAN,C,"6'2""",204,11/16/1990
1330,"Scheifele, Mark  Scheifele, Mark",WPG,C,"6'3""",207,3/15/1993
1331,"Schemitsch, Thomas  Schemitsch, Thomas",FA,-,-,-,10/26/1996
1332,"Schenn, Brayden  Schenn, Brayden",STL,RW,"6'1""",200,8/22/1991
1333,"Schenn, Luke  Schenn, Luke",VAN,D,"6'2""",229,11/02/1989
1334,"Scherbak, Nikita  Scherbak, Nikita",LA,RW,"6'1""",192,12/30/1995
1335,"Schilling, Cameron  Schilling, Cameron",WPG,D,"6'2""",196,11/07/1988
1336,"Schlemko, David  Schlemko, David",MTL,D,"6'0""",190,5/07/1987
1337,"Schmaltz, Jordan  Schmaltz, Jordan",STL,D,"6'2""",190,10/08/1993
1338,"Schmaltz, Nick  Schmaltz, Nick",ARI,C,"6'0""",177,2/23/1996
1339,"Schmid, Akira  Schmid, Akira",NJ,G,"6'4""",168,5/12/2000
1340,"Schmidt, Nate  Schmidt, Nate",VGK,D,"6'1""",194,7/16/1991
1341,"Schnarr, Nate  Schnarr, Nate",FA,-,-,-,2/25/1999
1342,"Schneider, Cole  Schneider, Cole",FA,-,-,-,8/26/1990
1343,"Schneider, Cory  Schneider, Cory",NJ,G,"6'3""",200,3/18/1986
1344,"Schroeder, Jordan  Schroeder, Jordan",CHI,C,"5'9""",170,9/29/1990
1345,"Schuldt, Jimmy  Schuldt, Jimmy",VGK,D,"6'1""",205,5/11/1995
1346,"Schultz, Justin  Schultz, Justin",PIT,D,"6'2""",193,7/06/1990
1347,"Schwartz, Jaden  Schwartz, Jaden",STL,LW,"5'10""",190,6/25/1992
1348,"Scott, Ian  Scott, Ian",TOR,G,"6'4""",184,1/11/1999
1349,"Scott, Justin  Scott, Justin",FA,-,-,-,8/13/1995
1350,"Seabrook, Brent  Seabrook, Brent",CHI,D,"6'3""",220,4/20/1985
1351,"Sedlak, Lukas  Sedlak, Lukas",CBJ,C,"6'0""",205,2/25/1993
1352,"Seeler, Nick  Seeler, Nick",MIN,D,"6'2""",198,6/03/1993
1353,"Seguin, Tyler  Seguin, Tyler",DAL,C,"6'1""",200,1/31/1992
1354,"Seidenberg, Dennis  Seidenberg, Dennis",NYI,D,"6'0""",199,7/18/1981
1355,"Sekera, Andrej  Sekera, Andrej",EDM,D,"6'0""",200,6/08/1986
1356,"Seney, Brett  Seney, Brett",NJ,LW,"5'9""",156,2/29/1996
1357,"Senyshyn, Zach  Senyshyn, Zach",BOS,RW,"6'1""",192,3/30/1997
1358,"Sergachev, Mikhail  Sergachev, Mikhail",TB,D,"6'3""",215,6/25/1998
1359,"Severson, Damon  Severson, Damon",NJ,D,"6'2""",205,8/07/1994
1360,"Sexton, Ben  Sexton, Ben",FA,-,-,-,6/06/1991
1361,"Sgarbossa, Michael  Sgarbossa, Michael",FA,-,-,-,7/25/1992
1362,"Shattenkirk, Kevin  Shattenkirk, Kevin",NYR,D,"6'0""",206,1/29/1989
1363,"Shaw, Andrew  Shaw, Andrew",MTL,RW,"5'11""",182,7/20/1991
1364,"Shaw, Logan  Shaw, Logan",WPG,RW,"6'3""",208,10/05/1992
1365,"Sheahan, Riley  Sheahan, Riley",FLA,C,"6'3""",214,12/07/1991
1366,"Sheary, Conor  Sheary, Conor",BUF,LW,"5'8""",175,6/08/1992
1367,"Sherman, Wiley  Sherman, Wiley",FA,-,-,-,5/24/1995
1368,"Sherwood, Kiefer  Sherwood, Kiefer",ANA,RW,"6'0""",194,3/31/1995
1369,"Sherwood, Kole  Sherwood, Kole",CBJ,RW,"6'1""",202,1/22/1997
1370,"Shinkaruk, Hunter  Shinkaruk, Hunter",FA,-,-,-,10/13/1994
1371,"Shore, Devin  Shore, Devin",ANA,C,"6'1""",205,7/19/1994
1372,"Shore, Nick  Shore, Nick",CGY,C,"6'1""",195,9/26/1992
1373,"Shumakov, Sergei  Shumakov, Sergei",FA,-,-,-,9/04/1992
1374,"Shvyrev, Igor  Shvyrev, Igor",FA,-,-,-,7/10/1998
1375,"Sideroff, Deven  Sideroff, Deven",FA,-,-,-,4/14/1997
1376,"Siegenthaler, Jonas  Siegenthaler, Jonas",WSH,D,"6'3""",206,5/06/1997
1377,"Siemens, Duncan  Siemens, Duncan",COL,D,"6'3""",210,9/07/1993
1378,"Sikura, Dylan  Sikura, Dylan",CHI,C,"5'11""",158,6/01/1995
1379,"Sikura, Tyler  Sikura, Tyler",FA,-,-,-,5/18/1992
1380,"Silfverberg, Jakob  Silfverberg, Jakob",ANA,RW,"6'1""",204,10/13/1990
1381,"Simek, Radim  Simek, Radim",SJ,D,"5'11""",200,9/20/1992
1382,"Simmonds, Wayne  Simmonds, Wayne",NSH,RW,"6'2""",185,8/26/1988
1383,"Simon, Dominik  Simon, Dominik",PIT,C,"5'11""",190,8/08/1994
1384,"Simpson, Dillon  Simpson, Dillon",CBJ,D,"6'2""",205,2/10/1993
1385,"Sislo, Mike  Sislo, Mike",FA,-,-,-,1/20/1988
1386,"Sissons, Colton  Sissons, Colton",NSH,C,"6'1""",200,11/05/1993
1387,"Skille, Jack  Skille, Jack",FA,-,-,-,5/19/1987
1388,"Skinner, Jeff  Skinner, Jeff",BUF,LW,"5'11""",200,5/16/1992
1389,"Skjei, Brady  Skjei, Brady",NYR,D,"6'3""",214,3/26/1994
1390,"Sklenicka, David  Sklenicka, David",MTL,D,"5'11""",181,9/08/1996
1391,"Slavin, Jaccob  Slavin, Jaccob",CAR,D,"6'3""",207,5/01/1994
1392,"Slepyshev, Anton  Slepyshev, Anton",EDM,RW,"6'2""",221,5/13/1994
1393,"Smallman, Spencer  Smallman, Spencer",FA,-,-,-,9/09/1996
1394,"Smith, Brendan  Smith, Brendan",NYR,D,"6'2""",195,2/08/1989
1395,"Smith, C.J.  Smith, C.J.",BUF,LW,"5'11""",181,12/01/1994
1396,"Smith, Craig  Smith, Craig",NSH,RW,"6'1""",208,9/05/1989
1397,"Smith, Gemel  Smith, Gemel",BOS,C,"5'10""",190,4/16/1994
1398,"Smith, Givani  Smith, Givani",FA,-,-,-,2/27/1998
1399,"Smith, Jeremy  Smith, Jeremy",NYI,G,"6'0""",178,4/13/1989
1400,"Smith, Mike  Smith, Mike",CGY,G,"6'5""",220,3/22/1982
1401,"Smith, Reilly  Smith, Reilly",VGK,RW,"6'0""",185,4/01/1991
1402,"Smith, Trevor  Smith, Trevor",FA,-,-,-,2/08/1985
1403,"Smith, Ty  Smith, Ty",FA,-,-,-,3/24/2000
1404,"Smith, Zack  Smith, Zack",OTT,LW,"6'2""",208,4/05/1988
1405,"Smith-Pelly, Devante  Smith-Pelly, Devante",WSH,RW,"6'0""",223,6/14/1992
1406,"Snuggerud, Luc  Snuggerud, Luc",FA,-,-,-,9/18/1995
1407,"Sobotka, Vladimir  Sobotka, Vladimir",BUF,LW,"5'10""",184,7/02/1987
1408,"Soderberg, Carl  Soderberg, Carl",ARI,C,"6'3""",210,10/12/1985
1409,"Somerby, Doyle  Somerby, Doyle",FA,-,-,-,7/04/1994
1410,"Somppi, Otto  Somppi, Otto",TB,C,"6'1""",181,1/12/1998
1411,"Sorensen, Marcus  Sorensen, Marcus",SJ,LW,"5'11""",175,4/07/1992
1412,"Soshnikov, Nikita  Soshnikov, Nikita",STL,RW,"5'11""",185,10/14/1993
1413,"Sosunov, Oleg  Sosunov, Oleg",TB,D,"6'6""",243,4/13/1998
1414,"Soucy, Carson  Soucy, Carson",MIN,D,"6'5""",208,7/27/1994
1415,"Soy, Tyler  Soy, Tyler",ANA,C,"5'11""",172,2/10/1997
1416,"Spacek, Michael  Spacek, Michael",FA,-,-,-,4/09/1997
1417,"Sparks, Garret  Sparks, Garret",TOR,G,"6'3""",201,6/28/1993
1418,"Speers, Blake  Speers, Blake",FA,-,-,-,1/02/1997
1419,"Spencer, Matt  Spencer, Matt",TB,D,"6'2""",203,3/24/1997
1420,"Spezza, Jason  Spezza, Jason",DAL,C,"6'3""",215,6/13/1983
1421,"Spooner, Ryan  Spooner, Ryan",VAN,C,"5'11""",191,1/30/1992
1422,"Sprong, Daniel  Sprong, Daniel",ANA,RW,"6'0""",180,3/17/1997
1423,"Sproul, Ryan  Sproul, Ryan",NYR,D,"6'4""",205,1/13/1993
1424,"Spurgeon, Jared  Spurgeon, Jared",MIN,D,"5'9""",167,11/29/1989
1425,"Staal, Eric  Staal, Eric",MIN,C,"6'4""",207,10/29/1984
1426,"Staal, Jordan  Staal, Jordan",CAR,C,"6'4""",220,9/10/1988
1427,"Staal, Marc  Staal, Marc",NYR,D,"6'4""",213,1/13/1987
1428,"Stafford, Drew  Stafford, Drew",NJ,RW,"6'2""",215,10/30/1985
1429,"Stajan, Matt  Stajan, Matt",CGY,C,"6'1""",195,12/19/1983
1430,"Stalock, Alex  Stalock, Alex",MIN,G,"6'0""",198,7/28/1987
1431,"Stamkos, Steven  Stamkos, Steven",TB,C,"6'1""",194,2/07/1990
1432,"Stanley, Logan  Stanley, Logan",WPG,D,"6'7""",231,5/26/1998
1433,"Stanton, Ryan  Stanton, Ryan",FA,-,-,-,7/20/1989
1434,"Starrett, Shane  Starrett, Shane",EDM,G,"6'5""",195,7/12/1994
1435,"Stastny, Paul  Stastny, Paul",VGK,C,"6'0""",193,12/27/1985
1436,"Stecher, Troy  Stecher, Troy",VAN,D,"5'10""",186,4/07/1994
1437,"Steel, Sam  Steel, Sam",ANA,C,"6'0""",180,2/03/1998
1438,"Steen, Alexander  Steen, Alexander",STL,LW,"6'0""",211,3/01/1984
1439,"Steenbergen, Tyler  Steenbergen, Tyler",FA,-,-,-,1/07/1998
1440,"Stempniak, Lee  Stempniak, Lee",BOS,RW,"5'11""",195,2/04/1983
1441,"Stenlund, Kevin  Stenlund, Kevin",CBJ,C,"6'4""",210,9/20/1996
1442,"Stepan, Derek  Stepan, Derek",ARI,C,"6'0""",196,6/18/1990
1443,"Stephens, Devante  Stephens, Devante",BUF,D,"6'2""",199,1/02/1997
1444,"Stephens, Mitchell  Stephens, Mitchell",FA,-,-,-,2/05/1997
1445,"Stephenson, Chandler  Stephenson, Chandler",WSH,C,"6'0""",203,4/22/1994
1446,"Stevens, John  Stevens, John",NYI,C,"6'2""",204,4/17/1994
1447,"Stevens, Nolan  Stevens, Nolan",FA,-,-,-,7/22/1996
1448,"Stewart, Chris  Stewart, Chris",CGY,RW,"6'2""",242,10/30/1987
1449,"Stillman, Riley  Stillman, Riley",FLA,D,"6'2""",195,3/09/1998
1450,"Stolarz, Anthony  Stolarz, Anthony",EDM,G,"6'6""",210,1/20/1994
1451,"Stone, Mark  Stone, Mark",VGK,RW,"6'4""",219,5/13/1992
1452,"Stone, Michael  Stone, Michael",CGY,D,"6'3""",210,6/07/1990
1453,"Stoner, Clayton  Stoner, Clayton",VGK,D,"6'4""",216,2/19/1985
1454,"Stotts, Riley  Stotts, Riley",TOR,C,"6'0""",177,1/05/2000
1455,"Stoykewych, Peter  Stoykewych, Peter",FA,-,-,-,7/14/1992
1456,"Strait, Brian  Strait, Brian",FA,-,-,-,1/04/1988
1457,"Stralman, Anton  Stralman, Anton",TB,D,"5'11""",190,8/01/1986
1458,"Street, Ben  Street, Ben",ANA,C,"5'11""",200,2/13/1987
1459,"Strome, Dylan  Strome, Dylan",CHI,C,"6'3""",200,3/07/1997
1460,"Strome, Ryan  Strome, Ryan",NYR,C,"6'1""",194,7/11/1993
1461,"Studenic, Marian  Studenic, Marian",NJ,RW,"6'0""",165,10/28/1998
1462,"Studnicka, Jack  Studnicka, Jack",BOS,C,"6'1""",171,2/18/1999
1463,"Sturm, Nico  Sturm, Nico",MIN,-,"6'3""",211,5/03/1995
1464,"Subban, Jordan  Subban, Jordan",FA,-,-,-,3/03/1995
1465,"Subban, Malcolm  Subban, Malcolm",VGK,G,"6'2""",200,12/21/1993
1466,"Subban, P.K.  Subban, P.K.",NJ,D,"6'0""",210,5/13/1989
1467,"Sulak, Libor  Sulak, Libor",DET,D,"6'2""",207,3/04/1994
1468,"Summers, Chris  Summers, Chris",FA,-,-,-,2/05/1988
1469,"Sundqvist, Oskar  Sundqvist, Oskar",STL,C,"6'3""",209,3/23/1994
1470,"Suomela, Antti  Suomela, Antti",SJ,C,"6'0""",180,3/17/1994
1471,"Sushko, Maxim  Sushko, Maxim",FA,-,-,-,2/10/1999
1472,"Sustr, Andrej  Sustr, Andrej",ANA,D,"6'7""",220,11/29/1990
1473,"Suter, Pius  Suter, Pius",FA,-,-,-,5/24/1996
1474,"Suter, Ryan  Suter, Ryan",MIN,D,"6'2""",208,1/21/1985
1475,"Sutter, Brandon  Sutter, Brandon",VAN,C,"6'3""",190,2/14/1989
1476,"Sutter, Brett  Sutter, Brett",FA,-,-,-,6/02/1987
1477,"Sutter, Riley  Sutter, Riley",FA,-,-,-,10/25/1999
1478,"Suzuki, Nick  Suzuki, Nick",FA,-,-,-,8/10/1999
1479,"Svechnikov, Andrei  Svechnikov, Andrei",CAR,RW,"6'2""",195,3/26/2000
1480,"Svechnikov, Evgeny  Svechnikov, Evgeny",DET,LW,"6'2""",199,10/31/1996
1481,"Svedberg, Viktor  Svedberg, Viktor",FA,-,-,-,5/24/1991
1482,"Svoboda, Miroslav  Svoboda, Miroslav",NSH,G,"6'3""",192,3/07/1995
1483,"Szwarz, Jordan  Szwarz, Jordan",BOS,RW,"5'11""",200,5/14/1991
1484,"Talbot, Cam  Talbot, Cam",PHI,G,"6'4""",196,7/05/1987
1485,"Tambellini, Adam  Tambellini, Adam",FA,-,-,-,11/01/1994
1486,"Tammela, Jonne  Tammela, Jonne",TB,LW,"5'10""",176,8/05/1997
1487,"Tanev, Brandon  Tanev, Brandon",WPG,LW,"6'0""",180,12/31/1991
1488,"Tanev, Christopher  Tanev, Christopher",VAN,D,"6'2""",197,12/20/1989
1489,"Tangradi, Eric  Tangradi, Eric",NJ,LW,"6'4""",221,2/10/1989
1490,"Taormina, Matt  Taormina, Matt",CGY,D,"5'10""",182,10/20/1986
1491,"Tarasenko, Vladimir  Tarasenko, Vladimir",STL,RW,"6'0""",225,12/13/1991
1492,"Tatar, Tomas  Tatar, Tomas",MTL,LW,"5'10""",182,12/01/1990
1493,"Tavares, John  Tavares, John",TOR,C,"6'1""",209,9/20/1990
1494,"Taylor , Jeff  Taylor , Jeff",PIT,D,"5'11""",181,4/13/1994
1495,"Teasdale, Joel  Teasdale, Joel",FA,-,-,-,3/11/1999
1496,"Tennyson, Matt  Tennyson, Matt",BUF,D,"6'2""",205,4/23/1990
1497,"Teravainen, Teuvo  Teravainen, Teuvo",CAR,LW,"5'11""",191,9/11/1994
1498,"Terry, Chris  Terry, Chris",DET,LW,"5'10""",191,4/07/1989
1499,"Terry, Troy  Terry, Troy",ANA,RW,"6'1""",175,9/10/1997
1500,"Teves, Josh  Teves, Josh",VAN,D,"6'0""",180,2/18/1995
1501,"Texier, Alexandre  Texier, Alexandre",CBJ,C,"6'0""",174,9/13/1999
1502,"Theodore, Shea  Theodore, Shea",VGK,D,"6'2""",195,8/03/1995
1503,"Thiessen, Brad  Thiessen, Brad",FA,-,-,-,3/19/1986
1504,"Thomas, Akil  Thomas, Akil",FA,-,-,-,1/02/2000
1505,"Thomas, Ben  Thomas, Ben",TB,D,"6'1""",190,5/28/1996
1506,"Thomas, Robert  Thomas, Robert",STL,C,"6'0""",188,7/02/1999
1507,"Thompson, Keaton  Thompson, Keaton",FA,-,-,-,9/14/1995
1508,"Thompson, Nate  Thompson, Nate",MTL,C,"6'1""",207,10/05/1984
1509,"Thompson, Paul  Thompson, Paul",FA,-,-,-,11/30/1988
1510,"Thompson, Tage  Thompson, Tage",BUF,RW,"6'5""",205,10/30/1997
1511,"Thomson, Ben  Thomson, Ben",ANA,LW,"6'3""",215,1/16/1993
1512,"Thorburn, Chris  Thorburn, Chris",STL,RW,"6'3""",235,6/03/1983
1513,"Thornton, Joe  Thornton, Joe",SJ,C,"6'4""",220,7/02/1979
1514,"Thrower, Josh  Thrower, Josh",MIN,D,"6'1""",200,3/17/1996
1515,"Thurkauf, Calvin  Thurkauf, Calvin",FA,-,-,-,6/27/1997
1516,"Tierney, Chris  Tierney, Chris",OTT,C,"6'1""",195,7/01/1994
1517,"Timashov, Dmytro  Timashov, Dmytro",FA,-,-,-,10/01/1996
1518,"Timmins, Conor  Timmins, Conor",COL,D,"6'2""",184,9/18/1998
1519,"Tinordi, Jarred  Tinordi, Jarred",NSH,D,"6'6""",229,2/20/1992
1520,"Tippett, Owen  Tippett, Owen",FA,-,-,-,2/16/1999
1521,"Tkachuk, Brady  Tkachuk, Brady",OTT,LW,"6'3""",196,9/16/1999
1522,"Tkachuk, Matthew  Tkachuk, Matthew",CGY,LW,"6'2""",202,12/11/1997
1523,"Toews, Devon  Toews, Devon",NYI,D,"6'1""",191,2/21/1994
1524,"Toews, Jonathan  Toews, Jonathan",CHI,C,"6'2""",201,4/29/1988
1525,"Toffoli, Tyler  Toffoli, Tyler",LA,RW,"6'0""",197,4/24/1992
1526,"Tokarski, Dustin  Tokarski, Dustin",NYR,G,"6'0""",204,9/16/1989
1527,"Tolvanen, Eeli  Tolvanen, Eeli",NSH,RW,"5'10""",191,4/22/1999
1528,"Tomkins, Matt  Tomkins, Matt",FA,-,-,-,6/19/1994
1529,"Toninato, Dominic  Toninato, Dominic",COL,C,"6'2""",200,3/09/1994
1530,"Toropchenko, Alexey  Toropchenko, Alexey",STL,RW,"6'3""",187,6/25/1999
1531,"Trenin, Yakov  Trenin, Yakov",NSH,C,"6'2""",201,1/13/1997
1532,"Trocheck, Vincent  Trocheck, Vincent",FLA,C,"5'10""",186,7/11/1993
1533,"Tropp, Corey  Tropp, Corey",ANA,RW,"6'0""",185,7/25/1989
1534,"Trotman, Zach  Trotman, Zach",PIT,D,"6'3""",217,8/26/1990
1535,"Trouba, Jacob  Trouba, Jacob",NYR,D,"6'3""",202,2/26/1994
1536,"True, Alexander  True, Alexander",SJ,C,"6'5""",200,7/17/1997
1537,"Tuch, Alex  Tuch, Alex",VGK,RW,"6'4""",222,5/10/1996
1538,"Turcotte, Yanick  Turcotte, Yanick",FA,-,-,-,6/25/1996
1539,"Turgeon, Dominic  Turgeon, Dominic",DET,C,"6'2""",196,2/25/1996
1540,"Turris, Kyle  Turris, Kyle",NSH,C,"6'1""",190,8/14/1989
1541,"Tuulola, Joni  Tuulola, Joni",FA,-,-,-,1/01/1996
1542,"Twarynski, Carsen  Twarynski, Carsen",FA,-,-,-,11/24/1997
1543,"Tynan, T.J.  Tynan, T.J.",FA,-,-,-,2/25/1992
1544,"Tyszka, Jarret  Tyszka, Jarret",MTL,D,"6'3""",192,3/15/1999
1545,"Ullmark, Linus  Ullmark, Linus",BUF,G,"6'4""",221,7/31/1993
1546,"Ullstrom, David  Ullstrom, David",ARI,C,"6'2""",194,4/22/1989
1547,"Upshall, Scottie  Upshall, Scottie",EDM,LW,"6'0""",200,10/07/1983
1548,"Ustaski, Matt  Ustaski, Matt",FA,-,-,-,5/27/1994
1549,"Vaakanainen, Urho  Vaakanainen, Urho",BOS,D,"6'1""",185,1/01/1999
1550,"Vala, Ondrej  Vala, Ondrej",DAL,D,"6'5""",210,4/13/1998
1551,"Valiev, Rinat  Valiev, Rinat",CGY,D,"6'2""",188,5/11/1995
1552,"Valimaki, Juuso  Valimaki, Juuso",CGY,D,"6'2""",212,10/06/1998
1553,"van Riemsdyk, James  van Riemsdyk, James",PHI,LW,"6'3""",217,5/04/1989
1554,"van Riemsdyk, Trevor  van Riemsdyk, Trevor",CAR,D,"6'2""",192,7/24/1991
1555,"Vande Sompel, Mitchell  Vande Sompel, Mitchell",FA,-,-,-,2/11/1997
1556,"Vanecek, Vitek  Vanecek, Vitek",WSH,G,"6'1""",190,1/09/1996
1557,"Vanek, Thomas  Vanek, Thomas",DET,LW,"6'2""",214,1/19/1984
1558,"Varlamov, Semyon  Varlamov, Semyon",COL,G,"6'2""",205,4/27/1988
1559,"Varone, Philip  Varone, Philip",PHI,C,"5'10""",183,12/04/1990
1560,"Vasilevskiy, Andrei  Vasilevskiy, Andrei",TB,G,"6'3""",207,7/25/1994
1561,"Vatanen, Sami  Vatanen, Sami",NJ,D,"5'10""",185,6/03/1991
1562,"Vatrano, Frank  Vatrano, Frank",FLA,C,"5'9""",201,3/14/1994
1563,"Vecchione, Mike  Vecchione, Mike",FA,-,-,-,2/25/1993
1564,"Veleno, Joe  Veleno, Joe",DET,C,"6'1""",194,1/13/2000
1565,"Verbeek, Hayden  Verbeek, Hayden",MTL,C,"5'10""",183,10/17/1997
1566,"Verhaeghe, Carter  Verhaeghe, Carter",FA,-,-,-,8/14/1995
1567,"Vermette, Antoine  Vermette, Antoine",ANA,C,"6'1""",197,7/20/1982
1568,"Véronneau, Max  Véronneau, Max",OTT,RW,"6'0""",180,12/12/1995
1569,"Versteeg, Kris  Versteeg, Kris",CGY,LW,"5'11""",176,5/13/1986
1570,"Vesalainen, Kristian  Vesalainen, Kristian",WPG,RW,"6'3""",207,6/01/1999
1571,"Vesel, Tyler  Vesel, Tyler",FA,-,-,-,4/14/1994
1572,"Vesey, Jimmy  Vesey, Jimmy",NYR,LW,"6'3""",199,5/26/1993
1573,"Vigneault, Sam  Vigneault, Sam",FA,-,-,-,9/07/1995
1574,"Vilardi, Gabriel  Vilardi, Gabriel",LA,C,"6'3""",205,8/16/1999
1575,"Virtanen, Jake  Virtanen, Jake",VAN,RW,"6'1""",226,8/17/1996
1576,"Vladar, Daniel  Vladar, Daniel",BOS,G,"6'5""",185,8/20/1997
1577,"Vlasic, Marc-Edouard  Vlasic, Marc-Edouard",SJ,D,"6'1""",205,3/30/1987
1578,"Volkov, Alexander  Volkov, Alexander",FA,-,-,-,8/02/1997
1579,"Voracek, Jakub  Voracek, Jakub",PHI,RW,"6'2""",214,8/15/1989
1580,"Vorobyev, Mikhail  Vorobyev, Mikhail",PHI,C,"6'2""",206,1/05/1997
1581,"Vrana, Jakub  Vrana, Jakub",WSH,LW,"6'0""",197,2/28/1996
1582,"Wade, Justin  Wade, Justin",FA,-,-,-,4/13/1994
1583,"Wagner, Austin  Wagner, Austin",LA,LW,"6'1""",185,6/23/1997
1584,"Wagner, Chris  Wagner, Chris",BOS,RW,"6'0""",198,5/27/1991
1585,"Walcott, Daniel  Walcott, Daniel",TB,D,"5'11""",161,2/19/1994
1586,"Walford, Scott  Walford, Scott",MTL,D,"6'2""",190,1/12/1999
1587,"Walker, Nathan  Walker, Nathan",WSH,C,"5'9""",186,2/07/1994
1588,"Walker, Sean  Walker, Sean",LA,D,"5'11""",196,11/13/1994
1589,"Wallmark, Lucas  Wallmark, Lucas",CAR,C,"6'0""",178,9/05/1995
1590,"Walman, Jake  Walman, Jake",STL,D,"6'1""",170,2/20/1996
1591,"Ward, Cam  Ward, Cam",CHI,G,"6'1""",194,2/29/1984
1592,"Ward, Joel  Ward, Joel",SJ,RW,"6'1""",225,12/02/1980
1593,"Warsofsky, David  Warsofsky, David",COL,D,"5'9""",170,5/30/1990
1594,"Watson, Austin  Watson, Austin",NSH,LW,"6'4""",204,1/13/1992
1595,"Weal, Jordan  Weal, Jordan",MTL,C,"5'10""",179,4/15/1992
1596,"Webb, Reilly  Webb, Reilly",DET,D,"6'3""",198,5/04/1999
1597,"Weber, Shea  Weber, Shea",MTL,D,"6'4""",229,8/14/1985
1598,"Weber, Yannick  Weber, Yannick",NSH,D,"5'11""",200,9/23/1988
1599,"Wedgewood, Scott  Wedgewood, Scott",BUF,G,"6'2""",195,8/14/1992
1600,"Weegar, MacKenzie  Weegar, MacKenzie",FLA,D,"6'0""",200,1/07/1994
1601,"Weise, Dale  Weise, Dale",MTL,RW,"6'2""",206,8/05/1988
1602,"Welinski, Andy  Welinski, Andy",ANA,D,"6'1""",201,4/27/1993
1603,"Wennberg, Alexander  Wennberg, Alexander",CBJ,C,"6'2""",196,9/22/1994
1604,"Werenski, Zachary  Werenski, Zachary",CBJ,D,"6'2""",209,7/19/1997
1605,"Westerholm, Niclas  Westerholm, Niclas",NSH,G,"6'4""",198,8/13/1997
