,Date,Year,Team_x,Player,Notes,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%,MP,Pos
497,12/1/2017,2017,Bulls,Bobby Portis,right arm injury (DTD),24,6.92,250,Arkansas,USA,2015,1,22,50,14.2,8.1,1.4,-4.4,8.30%,22.60%,24.10%,52.90%,8.50%,22.5,PF
498,12/4/2017,2017,Warriors,Zaza Pachulia,sore left shoulder (DTD),35,6.92,270,None,Georgia,2003,2,42,68,3.9,3.9,1.3,-4.6,10.10%,18.40%,14.70%,53.90%,16.10%,14.1,C
499,12/8/2017,2017,Warriors,Zaza Pachulia,sore left shoulder (DTD),35,6.92,270,None,Georgia,2003,2,42,68,3.9,3.9,1.3,-4.6,10.10%,18.40%,14.70%,53.90%,16.10%,14.1,C
500,12/5/2017,2017,Wizards,Jason Smith,knee injury (DTD),33,7,240,Colorado State,USA,2007,1,20,20,3.3,2.6,0.7,-12.1,7.70%,17.40%,16.90%,49.20%,11.20%,8.6,C
501,12/7/2017,2017,76ers,Dario Saric,eye injury (DTD),25,6.83,223,None,Croatia,2014,1,12,81,10.6,5.6,1.6,-2,5.80%,15.30%,17.20%,56.30%,8.90%,29.6,PF
502,12/8/2017,2017,Blazers,Jusuf Nurkic,sprained right ankle (DTD),24,7,275,None,Bosnia and He...,2014,1,16,72,15.6,10.4,3.2,10.5,11.90%,24.10%,24.10%,57.00%,16.80%,26.4,C
503,12/9/2017,2017,76ers,T.J. McConnell,left shoulder injury (DTD),27,6.17,190,Arizona,USA,Undrafted,Undrafted,Undrafted,76,6.4,2.3,3.4,-0.7,1.80%,9.40%,14.80%,55.50%,24.90%,22.4,PG
504,12/14/2017,2017,Warriors,Nick Young,concussion (DTD),34,6.58,210,Southern California,USA,2007,1,16,4,2.3,0.3,0.5,-5.1,0.00%,2.60%,12.60%,50.00%,7.70%,17.4,SG
505,12/15/2017,2017,Cavaliers,John Holland,left shoulder subluxation (out) indefinitely,30,6.42,205,Boston U.,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,50,0.00%,0.00%,0.00%,0.00%,0.00%,7.3,SF
506,12/17/2017,2017,Kings,De'Aaron Fox,bruised right quadriceps (DTD),21,6.25,175,Kentucky,USA,2017,1,5,81,17.3,3.8,7.3,0.9,1.50%,9.50%,23.80%,54.40%,32.20%,27.8,PG
507,12/17/2017,2017,Warriors,Shaun Livingston,sore right knee (DTD),33,6.58,192,None,USA,2004,1,4,64,4,1.8,1.8,3.2,4.30%,7.10%,11.80%,55.50%,15.40%,15.9,PG
508,12/17/2017,2017,76ers,Furkan Korkmaz,left foot injury (out indefinitely),21,6.58,190,None,Turkey,2016,1,26,48,5.8,2.2,1.1,3.7,2.30%,13.00%,17.40%,52.80%,10.70%,5.7,SG
509,12/18/2017,2017,Clippers,Wesley Johnson,sore left foot (DTD),31,6.58,215,Syracuse,USA,2010,1,4,38,3.4,1.9,0.6,-7.3,2.00%,10.40%,11.50%,46.90%,5.40%,20.1,SF
510,12/19/2017,2017,Lakers,Brook Lopez,sprained right ankle (DTD),31,7,270,Stanford,USA,2008,1,10,81,12.5,4.9,1.2,11.5,1.40%,13.50%,16.50%,59.70%,5.50%,23.4,C
511,12/21/2017,2017,Blazers,Damian Lillard,strained right hamstring (DTD),28,6.25,195,Weber State,USA,2012,1,6,80,25.8,4.6,6.9,8.2,2.30%,10.00%,28.10%,58.80%,29.90%,36.6,PG
512,12/23/2017,2017,Kings,Vince Carter,rib injury (DTD),42,6.5,220,North Carolina,USA,1998,1,5,76,7.4,2.6,1.1,-6.3,2.10%,11.40%,16.40%,56.50%,9.70%,17.7,SF
513,12/30/2017,2017,Pistons,Stanley Johnson,strained right hip flexor (DTD),23,6.58,245,Arizona,USA,2015,1,8,66,6.9,3.3,1.3,-7.9,2.50%,14.20%,18.60%,48.50%,11.80%,27.4,SF
